NEMS-RHG,REGEN-EPRI,RIO-REPEAT,MARKAL-NETL,EPS-EI,GCAM-CGS
0.405295346,0.514069722,0.579579206,0.717360302,0.857238437,0.934074073
0.471082883,0.597513515,0.673656498,0.83380222,0.996385372,1.085692968
5.573960088,7.06991615,7.970857284,9.865737981,11.7894589,12.84616674
3.222920685,4.087897768,4.608831139,5.704470522,6.816785619,7.427784889
2.813448852,3.568530661,4.023279486,4.979717967,5.950713514,6.484085372
3.050857395,3.869655617,4.362777721,5.399923788,6.452855297,7.031234916
1.336344963,1.694997217,1.91099592,2.365289498,2.82649746,3.079840894
0.766000164,0.971581577,1.095393202,1.35579674,1.620163639,1.765381466
4.130069921,5.238510426,5.906069903,7.310096779,8.73549305,9.5184691
5.666013111,7.186674638,8.102494665,10.028669,11.98415986,13.05831905
0.35505721,0.450348525,0.507737821,0.628440345,0.750979971,0.818291493
2.401789177,3.046388532,3.434599182,4.251092999,5.080013913,5.53534359
5.36522642,6.805161917,7.672364606,9.496285807,11.34796723,12.36510347
1.003506816,1.272830973,1.435031735,1.776176211,2.122512931,2.31275712
1.221551966,1.549395733,1.746839991,2.162109423,2.583699287,2.815280338
2.069610866,2.625059214,2.959578574,3.663147602,4.377425004,4.769780526
0.887899081,1.126196089,1.269710717,1.571554074,1.877991511,2.046318858
1.54653948,1.961604366,2.211577637,2.73732733,3.271078973,3.564270952
0.973737824,1.235072491,1.392461573,1.723486011,2.059548666,2.244149268
0.46023825,0.583758366,0.658148488,0.814607551,0.973447934,1.060699611
0.990772171,1.256678566,1.416820977,1.75363628,2.095577939,2.283407902
1.166280107,1.479289846,1.667800296,2.064279931,2.466794016,2.687896663
2.001415169,2.538560952,2.862057573,3.542443314,4.233184579,4.612611603
1.480106708,1.877342169,2.116577649,2.619743367,3.130567305,3.411165001
4.253030297,5.394471274,6.081905321,7.527732863,8.995566009,9.801852808
4.705506144,5.968383942,6.728953443,8.328601201,9.95259572,10.84466261
3.277524731,4.157156611,4.686915849,5.801118005,6.932278401,7.553629472
0.688138876,0.872823644,0.984050242,1.217984653,1.455479564,1.585936498
0.807122379,1.023740294,1.154198665,1.428581795,1.707141057,1.860154808
1.273039463,1.614701597,1.820467983,2.253240709,2.692600269,2.933942287
0.705442844,0.894771703,1.00879521,1.248612145,1.492079113,1.625816522
3.815545764,4.839573336,5.456295034,6.75339869,8.070244363,8.793593121
6.491837586,8.234136353,9.283437645,11.49035293,13.73085764,14.96157611
1.155471083,1.465579864,1.652343209,2.045148291,2.443931896,2.662985375
1.190470409,1.509972414,1.702392838,2.107096022,2.51795882,2.743647448
1.342372696,1.702642691,1.91961568,2.3759584,2.839246691,3.09373286
3.095888565,3.926772388,4.427173057,5.479627575,6.548100531,7.135017131
2.678860098,3.397820574,3.830815289,4.74150001,5.666045421,6.173902028
1.222849761,1.551041834,1.74869586,2.16440648,2.586444248,2.818271334
0.963609303,1.222225647,1.377977616,1.70555884,2.038125875,2.220806319
