2015 Observed,2030 Baseline,2030 Extended,2030 Net Zero,2050 Baseline,2050 Extended,2050 Net Zero
12.871,8.709,8.872,9.742,11.082,12.111,13.33
12.44,8.507,8.665,9.511,10.809,11.808,12.987
12.08,8.467,8.616,9.437,10.645,11.602,12.694
11.827,8.319,8.46,9.253,10.43,11.344,12.36
11.985,8.582,8.714,9.48,10.567,11.438,12.379
12.137,8.849,8.974,9.721,10.748,11.591,12.486
12.654,10.538,10.629,11.276,12.594,13.185,13.573
13.44,12.043,12.113,12.701,13.483,14.036,14.397
14.208,13.46,13.496,13.989,14.406,14.891,15.181
14.651,15.096,15.117,15.57,15.332,15.788,16.044
15.025,16.272,16.292,16.74,16.103,16.481,16.725
15.274,17.003,17.024,17.472,16.738,17.118,17.258
15.409,17.504,17.524,17.968,17.186,17.566,17.697
15.516,17.785,17.807,18.252,17.479,17.865,18.114
15.716,17.87,17.894,18.343,17.566,18.029,18.297
16.097,17.727,17.754,18.205,17.611,18.08,18.376
16.48,17.565,17.6,18.076,17.458,17.907,18.119
16.569,16.999,17.061,17.608,17.096,17.665,18.087
16.256,15.084,15.17,15.792,15.444,16.174,17.238
16.284,13.196,13.305,13.996,14.576,15.47,16.595
15.984,11.963,12.108,12.911,14.118,15.067,16.263
15.102,11.302,11.46,12.314,13.654,14.669,15.925
14.105,10.618,10.804,11.742,13.09,14.232,15.62
13.129,9.721,9.901,10.834,12.415,13.549,14.916
12.492,9.23,9.39,10.258,11.803,12.838,14.077
12.053,8.966,9.121,9.965,11.468,12.473,13.671
11.797,8.832,8.979,9.797,11.21,12.173,13.284
11.701,8.779,8.917,9.707,11.065,11.983,13.018
11.761,8.871,9,9.764,11.065,11.942,12.903
11.845,9.061,9.184,9.929,11.169,12.018,12.933
12.134,10.684,10.776,11.422,13.042,13.661,14.208
12.893,12.722,12.792,13.38,14.01,14.592,15.114
13.546,14.078,14.114,14.608,14.934,15.448,15.899
13.99,15.568,15.59,16.043,15.617,16.102,16.518
14.43,16.568,16.589,17.037,16.369,16.749,16.817
14.881,17.316,17.337,17.785,17.018,17.401,17.405
15.162,17.809,17.83,18.275,17.46,17.842,17.853
15.427,18.054,18.076,18.521,17.718,18.107,18.147
15.77,18.078,18.103,18.552,17.742,18.141,18.274
16.334,17.796,17.823,18.274,17.593,18.025,18.479
16.938,17.574,17.61,18.085,17.465,17.916,18.128
17.079,16.994,17.055,17.603,17.091,17.661,18.082
16.943,15.521,15.607,16.229,15.834,16.515,17.382
17.055,14.011,14.121,14.812,14.61,15.513,16.661
16.806,12.814,12.947,13.725,14.119,15.078,16.297
15.817,11.69,11.851,12.729,13.696,14.721,16.001
14.748,11.111,11.327,12.374,13.48,14.634,16.046
13.891,13.248,13.512,14.882,16.948,18.528,20.098
13.283,12.967,13.202,14.49,16.527,17.968,19.342
12.947,12.739,12.966,14.234,16.227,17.63,18.932
12.71,12.648,12.863,14.099,15.972,17.318,18.494
12.741,12.55,12.752,13.954,15.756,17.04,18.105
13.208,12.854,13.041,14.222,15.892,17.119,18.058
14.139,13.353,13.53,14.701,16.279,17.469,18.325
15.09,14.986,15.107,16.177,17.311,18.13,18.89
16.007,16.645,16.735,17.743,18.089,18.848,19.484
16.496,17.354,17.396,18.27,18.553,19.206,19.729
17.048,17.972,17.991,18.802,19.008,19.613,20.076
17.287,18.687,18.703,19.513,19.478,20.079,20.524
17.274,19.179,19.196,20.011,19.797,20.4,20.845
17.323,19.471,19.487,20.292,19.939,20.54,20.992
17.317,19.602,19.621,20.421,20.053,20.658,21.132
17.422,19.357,19.381,20.175,19.937,20.549,21.042
17.543,18.921,18.95,19.734,19.748,20.367,20.973
17.775,18.497,18.538,19.351,19.288,20.085,20.883
17.681,17.821,17.9,18.809,18.989,19.873,20.829
17.561,16.856,16.972,17.984,18.361,19.539,20.618
17.838,15.859,16.01,17.12,17.927,19.182,20.362
17.446,14.322,14.508,15.7,17.376,18.708,20.011
16.247,12.951,13.179,14.46,16.691,18.113,19.523
14.888,12.368,12.635,14.023,16.218,17.819,19.432
13.802,11.809,12.077,13.456,15.571,17.116,18.68
13.183,11.534,11.773,13.07,15.146,16.553,17.921
12.847,11.182,11.414,12.691,14.737,16.108,17.408
12.623,11.283,11.503,12.75,14.654,15.971,17.145
12.629,11.446,11.653,12.865,14.676,15.933,16.997
12.992,11.998,12.191,13.383,15.052,16.255,17.195
14.021,12.983,13.114,14.193,15.514,16.68,17.539
14.931,14.092,14.215,15.289,16.092,16.912,17.78
15.614,15.163,15.234,16.181,16.632,17.386,18.004
15.986,15.686,15.734,16.615,17.057,17.704,18.207
16.314,16.214,16.232,17.043,17.44,18.038,18.481
16.565,16.751,16.767,17.576,17.677,18.27,18.695
16.617,17.016,17.032,17.847,17.834,18.428,18.852
16.664,17.125,17.141,17.945,17.94,18.532,18.961
16.625,17.139,17.157,17.956,18.037,18.633,19.085
16.62,16.775,16.798,17.59,17.929,18.531,19.002
16.709,16.411,16.453,17.29,17.8,18.409,19.114
16.76,15.927,15.968,16.779,17.379,18.346,19.133
16.651,15.457,15.535,16.444,17.25,18.304,19.25
16.778,14.72,14.836,15.848,16.828,17.968,19.039
17.223,13.886,14.037,15.145,16.503,17.72,18.889
16.826,12.757,12.967,14.205,16.357,17.652,18.946
15.694,11.962,12.194,13.484,15.761,17.149,18.553
14.434,11.724,11.996,13.393,15.598,17.168,18.778
13.4,11.592,11.865,13.252,15.513,17.066,18.648
12.819,11.465,11.709,13.015,15.222,16.638,18.025
12.469,11.387,11.624,12.909,15.052,16.432,17.751
12.356,11.518,11.743,12.998,15.002,16.327,17.521
12.373,11.689,11.901,13.121,15.033,16.299,17.383
12.808,12.201,12.399,13.598,15.368,16.579,17.538
13.847,13.152,13.285,14.366,15.733,16.907,17.784
14.862,14.165,14.289,15.363,16.273,17.091,17.916
15.527,15.057,15.135,16.088,16.669,17.42,18.027
15.877,15.357,15.412,16.299,16.887,17.53,18.022
16.192,15.833,15.851,16.703,17.242,17.835,18.267
16.336,16.491,16.507,17.315,17.497,18.085,18.499
16.42,16.94,16.956,17.77,17.689,18.279,18.692
16.459,16.962,16.978,17.782,17.711,18.299,18.717
16.457,16.903,16.921,17.72,17.725,18.317,18.757
16.517,16.596,16.619,17.411,17.601,18.199,18.659
16.624,16.196,16.224,17.007,17.509,18.114,18.774
16.746,15.962,16.002,16.814,17.112,18.082,18.884
16.667,15.481,15.559,16.468,17.053,18.111,19.072
16.751,14.698,14.813,15.825,16.787,17.93,19.016
17.156,13.98,14.13,15.239,16.497,17.718,18.901
16.719,12.768,12.953,14.144,16.147,17.446,18.754
15.628,11.912,12.147,13.443,15.786,17.176,18.593
14.364,11.731,12.007,13.41,15.712,17.285,18.908
13.437,11.457,11.73,13.116,15.393,16.996,18.609
12.883,11.443,11.687,12.992,15.215,16.681,18.099
12.584,11.385,11.621,12.905,15.064,16.494,17.843
12.423,11.519,11.743,12.996,15.017,16.391,17.616
12.418,11.644,11.856,13.074,15.003,16.319,17.432
12.825,12.134,12.331,13.529,15.315,16.575,17.564
13.794,13.111,13.243,14.323,15.707,16.931,17.839
14.766,14.192,14.315,15.39,16.425,17.243,17.968
15.332,14.893,14.962,15.913,16.643,17.393,17.973
15.665,15.043,15.089,15.974,16.72,17.362,17.826
15.966,15.461,15.496,16.351,17.053,17.646,18.05
16.229,16.227,16.242,17.05,17.466,18.054,18.44
16.21,16.824,16.84,17.654,17.767,18.357,18.744
16.296,17.35,17.366,18.17,18.025,18.614,19.007
16.2,17.73,17.749,18.548,18.239,18.834,19.251
16.24,17.697,17.72,18.513,18.259,18.861,19.298
16.339,17.415,17.442,18.226,18.263,18.873,19.436
16.557,17.105,17.146,17.958,18.048,18.668,19.502
16.556,16.513,16.592,17.501,17.829,18.624,19.561
16.686,15.199,15.314,16.326,16.898,18.094,19.212
17.175,13.846,13.996,15.103,16.497,17.768,18.98
16.827,12.566,12.75,13.945,16.217,17.565,18.902
15.682,11.793,12.028,13.322,15.71,17.152,18.6
14.499,11.613,11.888,13.29,15.605,17.229,18.882
13.484,11.497,11.769,13.154,15.45,17.073,18.943
12.829,11.321,11.564,12.868,15.11,16.597,18.272
12.522,11.262,11.498,12.781,14.96,16.41,18.017
12.292,11.397,11.62,12.873,14.913,16.307,17.789
12.286,11.526,11.737,12.954,14.902,16.236,17.606
12.696,12.083,12.279,13.476,15.282,16.56,17.807
13.492,13.054,13.186,14.264,15.751,16.994,18.159
14.355,14.107,14.23,15.303,16.999,17.859,18.374
14.996,15.288,15.378,16.385,17.433,18.227,18.676
15.282,16.336,16.377,17.251,17.985,18.674,19.01
15.605,17.18,17.199,18.009,18.482,19.123,19.401
15.92,18.175,18.191,19,18.877,19.515,19.776
16.023,18.94,18.957,19.772,19.238,19.878,20.14
16.115,19.561,19.577,20.382,19.755,20.288,20.488
16.167,19.943,19.963,20.763,20.18,20.723,20.843
16.252,19.861,19.885,20.679,20.133,20.69,20.936
16.536,19.482,19.511,20.296,19.967,20.538,20.71
16.787,19.083,19.125,19.937,19.808,20.44,20.642
16.771,18.218,18.297,19.206,19.339,20.144,20.643
16.714,16.366,16.481,17.493,17.845,18.812,20.104
17.124,15.13,15.279,16.387,17.24,18.534,20.008
16.677,13.723,13.908,15.097,17.199,18.57,20.168
15.582,12.9,13.133,14.427,16.755,18.216,19.921
14.269,12.566,12.84,14.239,16.514,18.155,20.063
13.335,9.568,9.748,10.682,12.428,13.573,14.978
12.72,9.185,9.345,10.212,11.922,12.967,14.244
12.292,8.894,9.049,9.892,11.554,12.57,13.807
12.039,8.849,8.996,9.814,11.379,12.353,13.503
11.856,8.847,8.985,9.775,11.274,12.204,13.277
11.965,9.043,9.171,9.934,11.343,12.23,13.228
12.327,9.253,9.375,10.119,11.468,12.326,13.278
12.8,10.717,10.809,11.456,12.878,13.502,14.067
13.611,12.103,12.173,12.761,13.499,14.084,14.623
14.387,13.067,13.103,13.596,14.112,14.628,15.094
14.779,14.497,14.518,14.971,14.746,15.233,15.664
15.03,15.378,15.398,15.846,15.301,15.674,16.005
15.22,16.038,16.058,16.506,15.87,16.245,16.289
15.396,16.413,16.433,16.877,16.203,16.577,16.58
15.628,16.501,16.523,16.967,16.32,16.7,16.731
15.776,16.277,16.301,16.749,16.121,16.509,16.553
15.879,15.794,15.821,16.271,15.792,16.188,16.314
15.989,15.518,15.553,16.027,15.614,16.051,16.251
15.919,15.045,15.105,15.652,15.334,15.892,16.302
15.817,14.092,14.178,14.799,14.555,15.227,15.804
16.119,13.566,13.675,14.367,14.082,14.862,15.905
15.782,12.544,12.677,13.454,13.698,14.668,15.925
14.928,11.54,11.701,12.579,13.173,14.21,15.528
13.998,10.95,11.166,12.212,12.98,14.144,15.595
13.245,10.536,10.716,11.651,13.136,14.289,15.701
12.704,10.268,10.429,11.297,12.752,13.806,15.088
12.257,10.069,10.224,11.069,12.481,13.505,14.747
11.973,10.009,10.156,10.975,12.301,13.282,14.437
11.841,9.906,10.044,10.835,12.111,13.047,14.124
11.894,10.023,10.151,10.915,12.117,13.009,14.01
12.108,10.161,10.283,11.027,12.181,13.044,13.999
12.465,11.521,11.613,12.26,13.721,14.352,14.969
13.179,13.339,13.41,13.999,14.588,15.181,15.773
13.952,14.593,14.629,15.123,15.4,15.925,16.445
14.547,15.964,15.986,16.44,15.996,16.49,16.976
15.067,16.979,16.999,17.448,16.737,17.121,17.357
15.57,17.769,17.79,18.238,17.425,17.811,17.82
15.961,18.237,18.257,18.702,17.844,18.229,18.244
16.272,18.395,18.418,18.864,18.025,18.417,18.46
16.514,18.411,18.436,18.885,18.04,18.442,18.499
17.011,18.178,18.205,18.657,17.934,18.346,18.458
17.488,18.094,18.13,18.605,17.926,18.379,18.596
17.576,17.699,17.761,18.309,17.712,18.286,18.713
17.557,16.15,16.236,16.859,16.39,17.076,17.666
18.041,14.946,15.057,15.749,15.312,16.101,17.177
17.695,13.732,13.866,14.644,14.875,15.852,17.114
16.721,12.362,12.523,13.402,14.185,15.227,16.549
15.545,11.494,11.71,12.757,13.792,14.962,16.416
14.532,13.752,14.016,15.386,17.505,19.132,20.964
13.878,13.504,13.739,15.027,17.109,18.598,20.234
13.494,13.263,13.491,14.758,16.792,18.242,19.807
13.269,13.276,13.491,14.727,16.633,18.026,19.466
13.228,13.335,13.538,14.739,16.561,17.894,19.221
13.679,13.777,13.965,15.145,16.835,18.11,19.312
14.762,14.287,14.464,15.634,17.23,18.469,19.588
15.885,16.331,16.453,17.524,18.99,19.837,20.384
16.94,18.243,18.335,19.343,19.848,20.636,21.124
17.653,19.477,19.52,20.395,20.635,21.319,21.695
18.411,20.618,20.638,21.451,21.393,22.031,22.349
19.01,21.719,21.737,22.548,21.99,22.624,22.925
19.409,22.628,22.646,23.463,22.484,23.088,23.391
19.877,23.339,23.357,24.164,23.148,23.705,23.969
20.23,23.841,23.862,24.665,23.682,24.299,24.633
20.396,23.811,23.837,24.633,23.896,24.547,24.901
20.946,23.463,23.494,24.281,23.857,24.514,24.917
21.316,22.999,23.043,23.858,23.324,23.98,24.231
21.201,21.926,22.006,22.918,22.663,23.492,23.989
20.982,19.569,19.686,20.7,20.701,21.689,22.842
21.155,18.167,18.318,19.428,19.503,20.81,22.256
20.378,16.63,16.816,18.008,19.056,20.439,22.008
18.848,15.052,15.281,16.575,18.477,19.951,21.627
17.167,14.327,14.595,15.982,18.099,19.752,21.63
15.856,13.851,14.109,15.462,17.617,19.261,21.256
15.023,13.538,13.767,15.039,17.166,18.671,20.47
14.429,13.286,13.508,14.758,16.843,18.309,20.038
14.095,13.286,13.495,14.714,16.68,18.089,19.694
14.004,13.378,13.574,14.759,16.649,17.997,19.49
14.393,13.835,14.016,15.18,16.94,18.231,19.6
15.307,14.344,14.516,15.669,17.336,18.591,19.877
16.275,16.157,16.279,17.35,18.995,20.06,21.031
17.129,18.497,18.588,19.597,20.555,21.373,21.877
17.847,19.996,20.038,20.914,21.29,22.005,22.397
18.524,21.75,21.77,22.584,22.183,22.853,23.19
19.119,23.105,23.123,23.935,22.905,23.463,23.749
19.556,24.084,24.102,24.921,23.772,24.338,24.223
20.132,24.843,24.862,25.67,24.478,25.044,24.882
20.464,25.236,25.258,26.062,24.911,25.488,25.372
20.879,25.074,25.1,25.897,24.791,25.382,25.305
21.16,24.559,24.59,25.378,24.498,25.101,25.119
21.333,23.926,23.97,24.786,24.123,24.785,24.962
21.264,22.59,22.671,23.584,23.22,24.052,24.538
21.047,20.267,20.385,21.4,21.285,22.276,23.113
21.313,18.956,19.108,20.219,20.16,21.303,22.717
20.607,17.291,17.478,18.671,19.218,20.618,22.349
19.185,15.605,15.835,17.13,18.57,20.06,21.899
17.543,14.643,14.953,16.46,18.197,19.867,21.909
16.14,14.265,14.524,15.878,17.954,19.603,21.621
15.181,14.071,14.301,15.573,17.613,19.124,20.946
14.561,14.029,14.251,15.503,17.496,18.969,20.721
14.154,14.346,14.557,15.777,17.646,19.062,20.69
14.147,14.471,14.668,15.854,17.644,18.999,20.515
14.59,14.696,14.879,16.043,17.702,19,20.392
15.715,15.026,15.198,16.352,17.921,19.182,20.491
16.803,17.131,17.253,18.326,19.856,20.928,21.843
17.834,19.167,19.259,20.269,21.296,22.12,22.61
18.784,20.888,20.932,21.808,22.088,22.809,23.189
19.717,22.96,22.981,23.796,23.151,23.829,24.154
20.472,24.203,24.222,25.035,23.895,24.46,24.733
21.02,24.903,24.922,25.742,24.511,25.083,25.056
21.393,25.275,25.294,26.102,24.87,25.439,25.281
21.617,25.339,25.361,26.165,25.009,25.587,25.473
21.751,25.001,25.028,25.825,24.732,25.322,25.246
21.85,24.416,24.447,25.235,24.374,24.977,25.068
21.92,23.877,23.92,24.737,24.083,24.745,24.924
21.716,22.823,22.905,23.818,23.436,24.27,24.759
21.669,21.181,21.299,22.315,22.109,23.107,23.857
21.891,20.093,20.245,21.357,21.18,22.33,23.706
21.216,18.513,18.701,19.894,20.428,21.836,23.59
20.029,16.932,17.162,18.457,19.768,21.267,23.128
18.455,16.026,16.336,17.845,19.361,21.039,23.104
17.125,15.837,16.109,17.483,19.13,20.756,22.652
16.113,15.582,15.824,17.117,18.725,20.212,21.913
15.466,15.419,15.653,16.925,18.482,19.931,21.561
15.106,15.478,15.701,16.941,18.373,19.766,21.272
15.062,15.557,15.766,16.972,18.322,19.654,21.049
15.427,16.002,16.197,17.381,18.597,19.872,21.142
16.518,16.512,16.641,17.811,18.934,20.171,21.359
17.673,18.229,18.352,19.425,20.532,21.412,21.872
18.632,19.643,19.735,20.746,21.129,21.948,22.346
19.491,20.224,20.267,21.143,21.484,22.197,22.48
20.311,21.364,21.384,22.198,22.154,22.82,23.045
20.957,22.56,22.578,23.39,22.836,23.499,23.708
21.431,23.452,23.471,24.289,23.264,23.931,24.141
21.702,24.096,24.115,24.923,23.818,24.379,24.472
21.789,24.427,24.448,25.252,24.196,24.767,24.707
21.658,24.258,24.284,25.081,24.07,24.655,24.687
21.536,23.826,23.856,24.644,23.851,24.45,24.653
21.276,23.337,23.381,24.196,23.606,24.264,24.666
20.944,22.364,22.445,23.358,23.028,23.858,24.595
20.694,20.345,20.462,21.478,21.362,22.506,23.912
20.787,19.216,19.367,20.478,20.955,22.255,23.755
20.172,17.656,17.843,19.035,20.464,21.839,23.463
18.748,16.474,16.709,17.992,19.752,21.218,22.949
17.139,15.952,16.227,17.617,19.337,20.982,22.916
15.836,14.816,15.081,16.453,18.238,19.848,21.743
14.954,14.534,14.77,16.06,17.808,19.28,20.98
14.562,14.29,14.518,15.788,17.49,18.924,20.554
14.206,14.237,14.453,15.691,17.277,18.653,20.159
14.07,14.258,14.461,15.664,17.176,18.492,19.886
14.421,14.653,14.841,16.023,17.411,18.669,19.938
15.264,15.065,15.243,16.415,17.72,18.941,20.127
16.226,16.761,16.883,17.955,19.459,20.33,20.753
17.184,18.525,18.617,19.626,20.197,21.008,21.37
17.982,19.642,19.685,20.56,20.845,21.552,21.801
18.614,20.888,20.908,21.721,21.701,22.361,22.553
19.04,22.09,22.107,22.919,22.297,22.953,23.13
19.459,23.047,23.065,23.883,22.849,23.463,23.641
19.734,23.748,23.766,24.573,23.504,24.063,24.096
19.867,24.153,24.174,24.977,23.949,24.518,24.472
19.89,24.01,24.036,24.833,23.847,24.43,24.58
20.16,23.541,23.572,24.359,23.594,24.243,24.518
20.315,23.032,23.075,23.891,23.328,23.984,24.336
19.966,21.887,21.968,22.88,22.595,23.421,24.088
19.335,19.427,19.544,20.558,20.536,21.745,23.151
19.339,18.24,18.391,19.501,20.017,21.303,22.805
18.534,16.605,16.791,17.983,19.413,20.775,22.4
17.203,15.307,15.535,16.817,18.719,20.171,21.904
15.777,14.786,15.054,16.443,18.308,19.939,21.875
14.632,11.126,11.307,12.243,13.814,14.982,16.457
13.848,10.802,10.963,11.832,13.38,14.447,15.794
13.356,10.464,10.62,11.465,12.982,14.018,15.324
13.013,10.272,10.419,11.239,12.676,13.67,14.889
12.821,10.224,10.363,11.155,12.539,13.488,14.631
12.838,10.424,10.552,11.317,12.623,13.529,14.596
13.093,10.636,10.758,11.504,12.758,13.634,14.656
13.528,12.237,12.329,12.978,14.509,15.179,15.954
14.47,14.187,14.258,14.847,15.422,16.055,16.804
15.552,16.041,16.078,16.573,16.442,17.008,17.687
16.466,18.3,18.323,18.778,17.973,18.378,18.585
17.271,19.675,19.697,20.147,19.153,19.555,19.577
18.008,20.604,20.627,21.078,19.967,20.371,20.393
18.552,21.163,21.185,21.632,20.466,20.87,20.899
18.966,21.393,21.416,21.864,20.708,21.119,21.176
19.327,21.346,21.372,21.824,20.666,21.087,21.158
19.784,20.997,21.026,21.48,20.453,20.883,21.006
20.149,20.716,20.754,21.231,20.263,20.733,20.958
20.073,19.965,20.028,20.578,19.722,20.311,20.742
19.653,17.965,18.053,18.677,17.992,18.689,19.28
19.588,16.688,16.8,17.494,16.847,17.649,18.369
18.908,15.321,15.455,16.236,15.977,16.89,17.847
17.811,13.976,14.139,15.02,15.027,16.073,17.406
16.577,13.158,13.375,14.425,14.668,15.855,17.377
15.476,12.348,12.56,13.606,14.748,15.91,17.457
14.614,11.815,11.972,12.826,14.291,15.352,16.77
13.893,11.495,11.647,12.476,13.908,14.938,16.315
13.484,11.452,11.595,12.399,13.748,14.737,16.027
13.276,12.116,12.25,13.025,14.319,15.262,16.476
13.158,12.812,12.937,13.685,14.898,15.798,16.936
13.278,12.258,12.376,13.105,14.268,15.139,16.231
13.559,13.717,13.81,14.46,15.811,16.49,17.172
14.667,15.517,15.59,16.18,16.555,17.197,17.853
15.924,16.949,16.986,17.483,17.339,17.913,18.497
17.055,18.753,18.777,19.233,18.383,18.792,19.316
17.958,20.021,20.043,20.494,19.466,19.87,19.895
18.589,20.874,20.896,21.348,20.209,20.616,20.641
19,21.285,21.307,21.754,20.575,20.98,21.011
19.292,21.393,21.417,21.865,20.709,21.12,21.179
19.586,21.334,21.361,21.812,20.656,21.078,21.15
20.003,21.05,21.079,21.533,20.501,20.932,21.057
20.37,20.908,20.946,21.424,20.435,20.908,21.136
20.326,20.316,20.38,20.93,20.039,20.631,21.067
19.903,18.529,18.617,19.243,18.502,19.204,19.801
20.099,17.365,17.477,18.173,17.459,18.267,18.995
19.449,16.148,16.283,17.066,16.726,17.646,18.518
18.203,14.985,15.149,16.032,15.937,16.991,18.094
16.945,14.262,14.481,15.533,15.45,16.761,18.224
15.782,16.641,16.908,18.266,20.044,21.693,23.645
14.964,16.433,16.67,17.947,19.685,21.195,22.951
14.355,16.193,16.423,17.678,19.364,20.835,22.52
13.875,16.208,16.426,17.65,19.209,20.624,22.184
13.615,16.29,16.495,17.684,19.159,20.513,21.963
13.661,16.751,16.94,18.108,19.449,20.746,22.07
13.907,17.196,17.375,18.533,19.784,21.043,22.284
14.29,18.781,18.905,19.98,21.335,22.419,23.172
15.252,20.717,20.81,21.822,22.579,23.392,23.835
16.601,22.443,22.487,23.365,23.432,24.142,24.474
17.951,24.179,24.2,25.016,24.332,24.997,25.273
18.94,25.462,25.481,26.295,25.027,25.602,25.802
19.7,26.116,26.136,26.957,25.599,26.179,26.09
20.198,26.357,26.377,27.187,25.838,26.415,26.267
20.498,26.185,26.208,27.013,25.765,26.35,26.245
20.807,25.592,25.619,26.417,25.258,25.854,26.061
21.313,24.924,24.955,25.745,24.949,25.627,25.98
21.685,24.36,24.404,25.222,24.516,25.183,25.486
21.574,23.406,23.488,24.402,23.959,24.799,25.38
21.56,21.828,21.946,22.964,22.696,23.701,24.946
21.65,20.758,20.911,22.023,21.774,23.096,24.653
20.862,19.235,19.423,20.617,21.269,22.67,24.35
19.524,17.768,17.999,19.295,20.718,22.209,23.998
18.053,17,17.27,18.778,20.418,22.089,24.082
16.867,16.6,16.866,18.24,19.532,21.106,22.646
15.975,16.339,16.575,17.868,19.125,20.559,21.904
15.253,16.122,16.351,17.623,18.834,20.23,21.504
15.008,16.17,16.387,17.627,18.719,20.058,21.208
15.027,16.208,16.412,17.617,18.636,19.914,20.951
15.515,16.633,16.822,18.006,18.894,20.115,21.028
16.832,17.122,17.3,18.475,19.269,20.453,21.284
18.338,18.653,18.776,19.85,20.233,21.075,21.838
18.975,19.876,19.944,20.882,20.823,21.604,22.3
19.356,20.38,20.425,21.297,21.223,21.897,22.479
19.897,21.358,21.379,22.192,21.699,22.325,22.848
20.412,22.051,22.069,22.881,22.139,22.76,23.266
20.807,22.629,22.647,23.465,22.643,23.267,23.772
