ic-1,ic-2,ic-3,ic-4,ic-5
0,19.2,22.2,23.5,22.5
1,0,28.2,19.5,38.7
2,19,13.6,9.2,63.4
27.1,3,25,25,42.4
2.9,13.2,29.2,2.2,19
7.9,22.1,16.7,30.6,5.6
4,11,21,26,12
28.4,8,20,9.3,7
2.5,3,26,32.2,5.8
6.3,66.8,16,4.7,31.4
18.8,4,23,21.5,15.7
2.9,12,15.3,17.4,13.7
10,23.4,8,15,21
3,30,24.4,24,7
1.5,7.7,33.8,20,58.4
14.7,9.8,8,23.7,47.8
2.3,6.8,3,30,10
3.5,19.6,15.1,12,24
15.4,10,18.5,16.4,2
2.9,27.4,6,10,17
19.5,12,35.7,27,8.7
4.8,9.7,30,38.7,49.3
6.8,18.5,10,15.6,11.5
5,20,7,14.1,12.1
12,0.3,3,14.4,16.2
3,4.6,14,22,11.2
6.9,7,18.4,285.8,32
14.6,6.8,20,10,61.3
45.9,13.5,3.1,4.9,150
6.1,11,28.3,31,24.2
5,20,19.8,30,24.6
0.2,13,11.3,30,31
30.1,16,19.5,24.3,24
25.3,5.3,18.6,7.4,27
4.8,32,28.2,27.5,8
6,11,1.2,18.6,37
0.9,2.5,15,35.1,22.1
42.9,4,12.5,18.9,33
1.1,3.5,29,23.9,26.6
24,3,15,11.6,22.4
10,23.2,20,41,39.4
6,5,5,29.6,23
10.3,2.6,7,6,23.9
6,16.2,13.2,13.1,18
5.9,5.6,35,9.8,17.9
15,1.4,12,25,30
18,19.1,12.1,23,11.4
5.3,78.6,7,6,20.2
0.3,7,27,31.3,13
6,26,12,19.1,26
7.6,20,25.2,10,16
17,12,17.6,80,55
15,24,12.5,20.7,4.4
9.9,13.7,48,81,11.4
12,1.7,7,34.9,14.7
6,36,44,15,16.4
3,11.5,18,43.5,29
4.5,10,7.6,21,51.9
15,17,10,17,10.9
11,1.6,22.7,8,17.3
3.5,50,5,7.5,17.4
13.5,10,18.5,7.8,49
1.4,12,15.1,9.2,58.3
0.8,2.1,17.2,21,20.5
28.8,1.3,5,25,30
7.3,14,78.6,21.8,28.3
18.5,26,31,5,19
2,13.2,10,19,39.5
1,0.7,25,14,80.3
2,8,21,14.6,33
9,12.7,22.3,23.7,14
13.4,0.8,25,25.1,4.2
14,6,22.5,24.6,43.3
3.1,4,16.5,17.3,18
3,9,18,60,31
0,10,6,20.6,25
40,22.7,12.5,33.6,12.4
4.4,18,42,4.3,13.5
7.2,12,54.7,16.4,0.6
0,14,12,39,24.8
10,10.3,8.8,42.7,42.5
1.5,8,15,24,44.5
10.3,8,25,44.7,20.9
7,6,10,7.5,19.2
30,3,18,7.5,14
10,6,20.9,11,8
2.5,4.5,21,45,42.9
10,4,3,65,14.4
7,30.6,35,20,31
44.2,23.8,12,2.5,9.5
4,22,12,11.4,59.5
6,0.1,15,25,12
10,7,23.8,11.5,42
16.8,7.4,9.7,20.3,9.6
26.7,17.8,32.4,22.5,10
0.5,25.1,9.8,22,22
15.9,6.5,30,22,20
1,20,5.5,6.4,33.1
0.5,20,46,5,1
5,60,16.4,40.8,32.3
8,30.6,19.6,12,37
6.8,35.8,8,9.4,45.6
3,10,5.2,22.9,11.3
8,12.5,30,19.5,27
0.8,8.3,3,22,6.6
2.5,7.2,25.8,31,27
33.3,11.5,19.5,14.5,12
11.3,1.5,4.1,16.6,20
0.5,17.2,51.9,7.6,20.1
10,9.6,17.3,24.1,77.3
8,40.4,22.7,35.2,21.1
1,4.9,30.9,33.3,33.1
25.2,28.3,6.1,0.9,20
4,22.7,17,5.5,1.7
9,7.3,12.4,18,35.6
6.4,37,62,20.5,19.8
5,18,12,15,50
8,15,2,15,60
9,5,11.1,70,4
15,1.2,23,21,51.9
4.9,7,35,36,50.3
11,20,25,18.1,30.4
8.1,0.8,4.5,28.4,14.4
2.6,13,7.5,15,4
15,14.8,32.2,21,16.4
26,26.8,33,30.1,31
4.3,10.6,35.9,15.8,22
3.9,19,12,18.2,22.4
24,5.4,0,53,10
32.7,1.2,7.2,40,24.3
10,10,42.5,29,50.6
10.5,28,37.5,17,12.4
1.4,3,29,9,81.5
2.8,4,26.7,19.6,37.4
7,24,18,32.5,23
35.2,4.2,2.5,17.9,21.5
10.4,14,6.2,25,22.6
0.9,22.1,5,40,32
6.7,16,29.7,17,20
9,32,24.8,67.3,51.3
6.9,13,14.4,20,19.5
4.1,14.9,1,17.2,13.4
14.6,4.5,29.1,24.1,24.4
8,24,40.8,15,23.6
9,7.5,25,22,5
28,1,10,7.5,40
2,6,12,37.6,12
25.2,1,26.6,9.5,41
13.7,13,7.3,15,11
43,2.9,23.9,30,25
10.2,4.4,18.1,9.8,10
15.5,27.1,11.2,66,22
3,17,40.7,22.5,21
3,9.6,5.6,12.5,61
4.3,5.1,9,78.5,32
10.1,1.5,2.5,18,10
5.2,21.2,20,22,22.6
16.2,17,46.2,30,21.6
4,6.6,40,35.2,17.2
0.5,16,21,13.4,19.3
5,19.9,9,33.4,29
2.3,2,11,10,65.4
0.2,30,13.1,22,30
5,11.5,21,19.3,34.2
5,6,29,24.3,4.7
0.6,10,20,19.3,13.1
9,1,38.7,16,24
24.2,15.2,5.9,22.6,12.5
0.8,10,24.3,58.8,19.7
42,8,24,42.6,5
13.5,42.4,23.9,23,6.2
6.6,6,13.1,14.4,26
12.5,2,7.5,11.3,24
6,16,13.3,14,16
35.4,11,41.8,90,15
2.6,4,17.4,15,49
0.9,8.6,26.7,23,30
7.4,6,11.6,80,18
45.6,54.5,7.7,27.6,13
54.2,5.5,14,27.8,19.5
3.6,0,22.1,19,26.9
25.2,12,11,18,3.4
9.3,2,4.9,7.5,10.8
1,2,38,18,15
16,4.1,16.8,15,23.1
24,13,13.1,19.2,8
0,7,24.3,14,14.2
12,1.8,12,37.9,24.5
9,108.4,6,2,31.5
5.1,24,32,200,24
1.2,25.9,31.2,22.4,21.1
16.5,13,1.5,16,29
0.5,12,15,21.8,16
0,14,10.5,8.6,0.6
10,11,14.7,27,2.9
3,55,14.7,19.8,24
3.5,12,57,12,8
4,36,7.6,20.5,6
1.5,20,13.6,12.6,13
13,6.8,7.3,10,48
11.9,20,30.3,4.5,20
1.1,17,13,12,7.5
6.3,5,27,14.8,28.3
3,25,20.6,40.8,16
5,37,19.8,12,30.1
24.1,3,8,34.8,0.3
25,2,25.2,42,37
15,71,6.8,4.5,1.4
2.9,7,28.1,18.4,27.8
0.8,10,34.5,26.5,20
18.8,7.5,15,58.4,11
11,3.1,11,39.6,8
12.1,10,6,110,12
15.1,3.9,6,45.5,24.5
30,9.5,14,18.9,44
5.2,54.4,10,33,12
14.3,15.2,18,25.1,46
10.4,0.9,4,23.9,1
19.7,1.2,44.7,33.5,46.6
6,32.7,24,10.4,20
1.2,11.3,8.4,55,11
20,7.2,12.8,13,20.5
7.6,24,10.7,22.8,25
17,3,22.6,11,12
8,1.5,14,17,29
4,16.7,23,17.5,12
15.2,30.6,36.8,24,52.6
25,15,20,35,22.6
1.7,6,9.3,14,89.7
0.1,7,6,33,12
5,18.6,10,35,15.5
62.6,13.9,25.1,22.2,25.6
7.1,25,17.3,11.5,36
36.5,2,17,24,37.6
41.1,15,39.1,46.8,7
18.2,3.1,1.8,26.7,11.5
12,10,12,15,27.2
2.7,3.7,30,28,8.3
4.2,0.2,14,26.1,50
4,15.5,18.1,10,39.8
1,13.9,15.8,40,27.6
15,12.9,14.4,20.4,18.8
205,7,33,9,42.1
15.5,4.5,16.5,10.7,29.3
1.5,8,13.5,13.6,7
4,16.5,8,39.9,73
1,8,14.5,48,10.3
3.7,6.8,5.5,7.6,8.8
32.6,42,13,16,57.4
3,3,200,33,61.5
19.3,25,12,8.2,31
26.2,87.5,13.2,36.5,9.9
4.5,12,38.4,20.6,30
13,31.5,38.9,16.5,45
13.8,19.1,16.3,16.1,7.5
6.7,11,9.2,20,16.8
5,10,15,31.6,10.2
1.3,38.6,6,22.7,23.5
1,7.5,13.8,15.2,35
5,10,4,7.6,21.5
24.2,10.6,9.5,20,89.3
2.9,6,15.5,10,60
0,8.9,21,52.4,27.5
1,20.3,9.2,53.1,26.4
2.8,3.9,38.2,7,49.2
3.5,10,7,45,27.1
25.4,14.1,5,5.5,11
9,15,4.3,11.5,14
1.6,12,16.2,32,26.5
23.4,60.8,10,9.1,20.8
4.2,43,20,11,12.5
3.9,11.9,8,23.8,40.5
4,16,12,11,69.6
2.5,13.2,36.5,24.7,30.8
3,13.2,7,14.9,40
9,12,36.6,32,23.5
8,14.5,27.4,16.3,20
12,41.3,3.9,8,16.1
0.8,3.2,9.5,11.7,9
1.2,17.7,12.5,40.6,20
4.7,4.5,7,6.2,30
11.7,6.3,8.8,19.6,42.5
29.4,6.1,48.1,8.4,15.1
29.3,16,21.1,13,5.4
2.5,30.3,38,47.3,9.5
8,8.2,29.1,15,8.5
10,5.8,102,23,17
6.5,5.1,6.5,12,46.7
4,10,12,15,23.5
35.6,5.5,5,16.5,31.8
18.1,4.6,13.3,55,12
7.2,6.2,34.2,16.3,19.5
11.4,20,41.4,20,15.9
26.8,12.4,54,13,56.2
16.4,9.1,30.2,10.9,21.6
4.2,10,5.2,9,45.2
6,16.8,4,26.7,28
50,22,35,27,24.5
16,32,8,59.4,101.6
18,2.5,45,24.3,22
18,7,17.2,20.1,24
9,15.5,1.8,38,21
9.7,6,17.2,22.6,77.6
70,5,24,15,9.3
5,23.1,12,65.6,14.2
9.5,10,2,45,15
2,22,27,54.9,10
4.3,10,50,25.2,12.5
16.3,8,33.7,17.5,22.9
8,1.4,45,16.9,34.5
5,42,14.3,23.7,15.1
11.6,2,8,24.5,15
10,12.3,20,8.6,34.9
4.3,10.8,25,7,10
2,20,17,53.8,20.4
57.9,42.3,15.3,7,17.2
35,0.8,55.8,42.4,26
23,14,22.9,16.6,6
2.1,50.6,9,34.4,7.8
49.4,5.2,14,39.1,49.8
12,13,6.4,12.1,11
9.1,18,9,15.2,11.2
80,11.4,15,14.5,32.5
17,6.9,11,26,14.4
20,6,21,22.1,17.6
7.8,33.9,51.5,7.5,21.5
10,7,19.5,29.8,77
0,2,9.8,8.5,30.1
30,4,5.5,7,35
11.6,25,18.4,34,23.6
9.8,11,21.5,12,7
0.2,9.5,24,94,16.1
10,3,23.3,15,16.5
11.5,9,25,15.5,13.1
30,19.2,26,28,23.9
14.8,29,14.3,10,18.1
4,8,15.5,34.2,18.7
10,11,25.4,43.6,36.8
11.8,40,7.8,4.8,12
30,14,12,6.4,27
20,1.2,29.2,28.7,25
62.4,12,25,20,16
19.2,16,10.2,7.5,31.2
40,9.7,27.3,14.8,23.3
9.9,15,1.5,22.9,12.5
9,8.2,12,50,31.8
7,6,9.6,30,3.7
15.3,15,23,17.5,15
21,25.2,18,41.4,19
3.5,10,17,18,29
2.5,17,31.4,49.8,26.7
20,15,50.5,27.3,10
0.8,11,30.8,18,12.7
17.4,18.9,4,20.6,17
22.7,29.5,35.9,20.2,47.5
8.9,10.5,4.7,21,0.3
3.9,2.9,6.8,14,38
1.1,9.1,12,9.7,11.5
2.4,23,20.7,23,27
2.5,2,54.6,12,22.9
9.4,3.5,12,4,10.2
4.3,31.5,6.1,24.9,30
1.7,10,33,27,2.5
7.6,20.6,20,24,25.9
6.8,63,19,15.1,28
6.8,3.4,24.5,18.6,35
3,7,16,27,18
38,45.5,28.2,27.1,34
6.4,29.5,23.8,9.8,10.2
12,8,13,25.1,22
3,13.2,8,10,42.2
43.4,28,12,27,10
4.3,7.4,15.1,35.2,24.9
8,7.2,6.5,5.6,79.1
7.2,9.8,10,16.5,40
15,6,9,7.2,2.7
10.3,15.1,12,22,4
18,6,46.1,7.7,21
12.2,13.2,17.5,9,25
1.7,31.6,10,35,11
10,19,25,27,13.8
6.9,7.5,10,25.8,29.9
14,16.6,24,20,14.4
2.1,23,14,19.1,10
7,35,19.7,10,5.9
1,30.4,14,14.2,18
24.6,24.3,45.8,9,30
29.4,1,15,22.9,44.5
3.9,67.2,88.6,24,12
1.8,210,10.1,16,20
21,7.6,23,27.6,24
15.7,2.5,5.3,12,20.5
2.4,12,22,25,41
7.5,15,20,34.1,20
135,20,15,6.8,9.4
33,0,14.2,33.4,45
0,2,15.2,14,10.9
6.9,25,18.5,21.5,25.7
9.2,6,10,21.7,32.1
12,0.7,8.3,10.5,33.9
7.2,24.4,4.8,17,39
0.5,44,7.6,11,10
2,7.8,16.1,31,1.3
22,40,26.9,72,17
2,30.8,26.6,23,37.9
10,11,25,37.6,9.6
1.2,20,55.5,26,20
4.8,24,25,37.3,22
17.8,14.2,47.8,8.9,25.3
10,13.3,13.5,11,46.7
8.6,4,12,13.7,9
14,1.2,11.3,13.9,39.2
8.3,13,21.4,3,8
13.5,0,10.8,40.6,6
1.1,35,27.1,27,9
4,11,26.2,15,20
10,12,19.3,34.6,29
7.5,11,30,26.1,8.5
10.5,10,20,9.5,33
65,26,27.5,32.3,6
22.9,1.3,29.5,37.5,31.2
11,8.5,18.9,28,21.8
29.3,42.5,29,11,39
0.7,20,20,0.8,21.3
1,32,18.2,18,16
12,22.5,8,46.5,15
13.1,5.5,5,18.2,10.7
18,10.7,11,25,55.5
5,21,57.5,25.9,31.4
3,5,39.7,36.7,35
7.5,13,19,34.7,65.8
5.2,13.7,7.8,13,37.5
6,39.1,0.6,31,31
0.4,15.5,30,25.9,12
15.7,5.2,20.9,16.7,15
12,10,3.5,12.6,18
12,13,16.6,13.5,20
6,8,14,10.5,38.1
14.8,10.1,41.4,31.7,5.3
2,4,0.5,19,33.3
3.6,16.2,18,16.6,45
20.4,7.3,6.9,21.6,10
14.3,10,25.9,28,18
10,10.5,13.3,16.7,17.5
4,39.9,20,64.1,47
5.3,9.4,5,14,16
27.3,9.6,35,2.5,30
0.9,14,14,14.9,8.6
4.4,15.6,10,21.1,6
11.2,6.7,28,12,31.7
25.6,16.5,13,9,18.9
9.2,15.6,42,18.8,38.1
6,34,5.4,13,24
5,6.4,10,10,23.4
35.5,3.7,18.2,8.7,60
0.5,40.2,21,18,16
48.4,20.5,9.2,5.9,28.2
2,41.7,18,20,31.6
6,7.2,11.2,14,34.3
0.5,3.2,14,11,4.2
7,20.8,21.3,36.5,10.5
10.3,7.5,31,33.2,26.9
7,1.3,20,14.8,18
14,22.4,15.5,63,16
2,8.2,11,2.1,15
20.9,7,84.5,9,20
121.6,7,20,13,14.1
15,11.4,15.1,33.6,41.7
15,3.5,47,18,37.6
8.5,10,60,11.1,35.5
200,15,2.4,13,20
8,19,47.4,54.4,22.2
10.8,11.1,13,17.1,17.3
1.8,5,9.1,10.9,40.6
21.6,12.7,2.5,15,4
2.4,2.5,7,22.3,30
1,15,11,18.4,3
11.5,8.7,14,27,23
9.1,7,17,63,31.5
2.4,5.6,16.8,33,6.7
9.5,6.1,15.5,3.5,20.8
17.6,14,1.5,27.6,0.4
17.7,30,10,36.5,6.8
12,14,39,20,47.5
5,27,41.1,41,8
8,0.8,22.4,18,17
13.5,7.1,13.3,10.5,44.5
12.4,12.9,9,14,55.3
2,6,30,35,14
113.3,0.4,8,16,2
15,9,20.4,13.2,14.7
19.4,6.7,10.3,36,13
11.2,26.2,30.5,13.2,51.3
22.3,5.1,12,16,10.3
9.7,35.5,12.8,37.8,20
6.5,14.7,3.3,18.7,22.4
27,16.3,20.5,12.7,2
9,21,6.4,7,34.5
0.6,11,30.5,23,46
11.2,9.1,27,39.2,18.5
4,32,26,200.6,47.3
14.6,10,18.8,34,23
11.5,27.3,20.7,64.7,15.7
3.8,9.5,26.3,15,47
14.1,3.1,8.2,16.8,36.7
5,34,9,25.8,52.6
0.2,45.3,22.1,20,34
4.4,7,15,3,26.5
19.7,6,4.6,27,49.6
7.2,33.1,10,30,5.1
26.6,11.8,17.3,4.5,15.1
20,3,35,24.8,22
3.2,12,6,37,12
10,6.8,12,25,20
7.5,12.5,30,39.3,6
2.1,10.8,19.2,13.5,50
0.5,16,13,46.2,35.3
10,1,20.8,48.4,14
12.6,24.8,0.2,69.1,16
7,15,48,22.7,1
4.5,11,21,24,15.1
12,25,3.8,14,18
0.5,53.9,11.1,0.7,15.7
5.2,22,15,10,37.4
18,12,20,6,40.3
0.9,22,10,7.5,43.1
17.9,22.4,15,26.8,24
14.9,0.5,32.4,27.5,22
8,21.7,26.7,9,50
3.4,4,14.8,60.3,22.1
18.1,25.1,33,16,33.7
6,8.2,5,35,35
13,27,24.2,20.7,16
4,46.4,7.8,30,3
5.1,3,16.3,24.5,52.9
9,15.7,15.2,19.8,15.7
10.2,15,0.8,19.8,26
14,10.7,32.1,18.6,22.2
0.5,16,27,13,18.6
24.8,7.5,22,34,18
26.5,18.7,13,17,6
15.2,22.7,26,10,41
42,7,4,6.3,13.6
3.4,6,24.7,18,11
11.8,25.9,4.2,63.5,24.2
1.5,17.6,5,46.5,44
7.2,8.8,4.4,24,17
6,10,8.5,13.5,102.3
0.3,1.3,4,15,35
3.6,8,28.8,28,20
6.5,8.5,15.1,38,19.1
2,30,31.7,8,50
90,26,6,29.4,15.5
11,6,48.4,23,7
2.5,4.5,9.5,29.7,34.1
1.5,8.9,14,34.2,10
7,17.5,35.3,7,22
17.6,8.8,7,20.5,11.4
0,3.5,12,7.8,12.9
11.4,1.9,20,35.9,15
12,18,14.6,65,21.6
2,6.5,17.9,11,35.2
10,1.2,14.5,37.5,28.5
15,7.4,33,18,6
22.5,2.5,24,20.2,9
3,33.3,9.9,31.4,22
34.7,10.7,19.3,15,6
5,37,10,12.5,10
2.5,6,63.7,24,25.1
27.8,3.6,27.3,42,32.6
2.1,11,36.6,30,40
7,7.8,10,39.6,67.2
11.6,25,13.4,13,28
30,3,17,10.3,14.6
10,4.6,49.4,53,79.3
12.3,4,5,27.5,65.6
20,29.4,27,224,9.8
4.6,12,9.5,15,12.6
5,8,15.5,51.5,19
1.8,11.4,22,5.5,8
3.7,3.6,6.9,16,35
20,8.1,2.5,1.9,17
21,7.5,8,22.5,6.9
1,4.2,1.5,50,12
2,65.7,29,18,7.5
18.3,2,5,30,15.5
3,15,30,31.5,19
8,12,10,23,0
15,0.4,32.1,23.2,22.5
25,26.1,27.9,23,9
15,10,25.9,30,26
55,30,5.3,9,15.4
13,11.5,18.8,23.5,28.7
17.9,11,17.7,21.9,34.1
0.2,1,7.5,26.8,35
1,14.3,11,5.4,45
4.3,2.9,17.4,10.8,17.8
1.5,23.3,7.5,13.2,20.6
21,12,39.3,8.6,15.8
24.3,7.5,44.4,18.6,0.4
1.9,11.1,14,9,29.2
2.9,4,15.7,12.1,21.5
1,7.8,12,14.1,32
10,5.4,47.8,26.4,16.5
10,18,12.5,21.7,43.2
10.4,1.2,18,19.1,12.1
4,10.2,5,20,29
36.7,5,10.6,46.7,7
2.6,17.6,23.4,6.5,33
1,7.5,12,16,12
10,30,31.3,42.1,21
1.4,20,5,6.6,10.2
7.6,8,22.5,15.6,33.5
33.8,10,19,27.3,21.2
3.5,35.8,5,20,78
0.2,22.7,22,30.1,25.6
1,4.5,17.2,10.8,32
17.1,15.1,3,1.8,27
0,17,25.5,6.4,17.7
13,10,16,13.7,13.8
22.4,13,8,6.3,36.5
5,2,14,9,22.8
9.6,26,23.3,16.9,13
7.8,15,12,6.1,24.3
7.7,6,11,34.4,10
23.9,6.5,34,13,1.8
40,48.1,11,12.5,5.7
3.3,5,24,51,5
3.8,12,36,25.4,24
6,13.2,6,8.3,13
60.4,1.3,31.5,30,6
3.1,9.7,13.3,4.5,19.2
18,35.7,10,24.3,8
2.1,0,24.2,5.3,16.5
3.9,18.2,23,25,34
0.6,16.3,9.9,29.7,6
8.5,9.5,11.4,20.6,20.8
17.2,20.3,9.5,38.2,30
55,7.5,13.3,33.3,22
20,22.2,22,39,23.3
6,29,35,10.3,45.2
2.1,52,12,28,12.2
12,18,35,4.6,36
3.8,27,16.7,51.6,29.5
7.8,8,10.1,20,23.5
9.1,3.7,8.7,70,14.2
10,7,9.8,13.8,19
3,12,9.9,15,9
5,4,12.1,20.9,54.4
11.1,10,24.3,10.6,25
0.6,10,40.5,7.8,56.4
142.6,30,29.5,11.9,6.7
3.5,10,10,43,12
3.5,49,16.2,29,37.9
0.9,13.4,18,51,44
14.5,6,9,14.5,29.9
10,15.1,0.4,17.4,40
30.9,31,30,6.7,1.6
1.3,24,27,4.3,24.5
6,30,3,13,15
8,14,29.7,40,51.8
21,1.5,12.7,57,5.3
16,8,15.5,22.5,22
7.5,6,8,34.9,27.2
12,16,6.2,22,15
17.6,16.1,2.7,23.7,11.2
56.2,23,13,33,0
18,3.6,11.9,25,7
17.9,34.5,21,12,35.5
15.1,34.9,13.5,31,15.4
10,14,9.4,24.5,34
5.6,20.9,1.9,16,23.4
5.5,12,30,22,11.6
22.6,29,7.5,21,21
12.5,2,20.5,9,28
24.6,14.6,19,7.5,16.2
1.2,16.3,8.1,0.1,30
4.9,12,28.1,35,20.2
19.9,6,12.8,25,54.7
4.8,16,15,25,27
4,10.8,38.1,24.9,1.2
12.2,12,34,5,8
9,30,22,26,20
4.3,34.1,28.6,6,12.1
9,10.1,18,27.1,38.5
9,9.1,21.3,32,15
15,2.5,14.6,22.9,4.8
5,17.2,12,70.1,24
9.1,0.1,17.1,15.5,38.9
13.8,16.8,3,50,11.9
0.4,7,31.8,14.6,30.4
1.2,8.9,15,30,17.3
5.1,2.7,5.5,16.5,40
7,11,14.9,26.3,7
1,46,7.9,21.2,17
8.1,14,30.6,22.2,53.4
21.3,19,30,25,27.6
3.3,16.2,2.1,62.1,32
8.1,15.5,42.8,54.8,12
23,12,19.2,10,24
8.4,2.4,11,27,7.3
6,8.3,16,29,20
6,19.5,5,55,17.8
1,10,18,29,15
3,36.9,36,30,19
2.7,5.5,7.9,9.4,24
2.1,16,1,18,26
12,14,2.8,26.1,6
17.6,41,45.1,10.9,32
7.2,7.1,11,43.3,24
7.5,18.3,96,43.3,6.5
24.2,6.5,47.7,32,32.2
3.6,37,31.4,27,43.3
13.4,15,75.8,15,44
12,3.4,25.5,12,28
17,16.6,13,30,24
10,12,6,23,20.5
7.3,15,23.7,40,17
17,7,18.1,45.9,15
10.4,5.2,22.9,10.5,49.2
52.6,13,7.3,9.6,35
15,32.7,10,10,2
1.1,16.7,55.4,25.7,10.4
4,15.3,8,14.9,6.1
5,3.7,13,22,1
1,14.3,35.2,7,6.8
14.4,12.7,25.5,55,8.5
5.2,12.5,24.3,16.8,12.3
2.5,4.1,28.4,18.1,6
38.1,5,18.4,15.7,23
9,5,62,21,31.1
14.4,65.1,4,28,3.3
3,12.1,20,18,1.9
0.2,50,5,8,35.5
2,5,7.8,25.7,52
1,10,15,16.5,10.2
1,7.4,19.3,29.6,70
22,14,8,22,27
11.4,9.5,25,25.5,30.7
0.2,29.1,26.9,15,81.1
1.5,33.3,3.5,24.3,22.2
3,10,14.2,18.7,14.2
3.7,5,19.7,12.5,48
6.7,3.6,25.2,40.5,28.7
4,14,42,23.1,43.5
10,16.5,12,39.1,70
0.3,37,7.8,10.5,30.5
4,4.3,6.7,12,33.6
16.7,12,32.7,11.4,9.1
4.5,13.9,47.6,15.5,7
2,16.9,8,53.1,20
24.3,22.4,10.2,29.5,24.1
8,19,5,1.6,39.2
22,15.5,36,11.5,34.7
10,7.2,23.3,17,6
5,8.7,0.5,12.9,58
5,8,15,29,41.7
15.6,6.5,39.3,70.5,17
0.5,1.8,10,10,11.2
7.5,17,20,30,30
1,6,3,20,73
6.6,32.5,43,6,1.3
4.2,8,23.6,4,12.3
16.6,10,9,30,32
4.5,24,16.9,31,12
3,8.4,7,35.8,22.1
5.3,22,24.1,17.2,24
20,11,10.6,32.3,21.3
7.5,8.6,4.2,20.2,29.3
3,5,15,8.4,10.4
11.4,24.8,24,12.9,17.7
4.5,8.3,77,28.1,70
66.2,4.5,21,30.5,8
12,8.3,16.2,20,44.5
11.4,12,12,226.5,39.2
2.5,34,44.9,21.8,26
1,18.1,41.8,3.5,5.4
2.5,10,8,4.2,11.8
4,6,10,0.4,8.8
6.1,13.8,43.8,5.5,20
0.4,22.1,20,13,17
15,10.5,55,11,25
0,28.5,94.4,11,39.1
18.8,4,22,21.5,49.8
12.6,19.7,16.5,38.6,155.2
11.5,5.6,27.4,20.2,7.2
12.4,12,23.5,30,10
12.4,0.8,16.6,16.3,78.6
12,0.6,62.1,20.2,31
7,11,26.8,19,24
4,11.9,20.8,29.5,8
7.5,4.2,5,14,4
15,4,17.2,32.7,28.2
25.9,14.5,45,14,14
7.2,25.1,32.1,10,100
5.6,17.3,11,22.4,24.3
1.4,30.4,24.5,30.9,20.6
19.3,17.3,11.5,24,14
1.5,15,25.5,19,8.5
12.4,4.8,140,16,11.9
56.5,21.1,11.6,254.5,2.1
2.7,10,20,25,15
10,18,4,59.1,10
26,16,15,34.5,43.6
45,12,8.1,9,32.1
26.5,1,15,15.5,15
38,13,17.6,1.8,29
10,6,13,48,11
34.8,45,26.2,46,2
31.8,7.4,20.3,25,43.5
10.9,15.2,20,16,19
2,25.1,0,37.6,21.2
11,7.1,14.9,6,19.4
8.7,9,25,40,13
4.6,4,38.5,6.3,24.2
12,18.2,5,90.6,24.8
6.2,3.3,22,15,14.5
8,10,20.1,19.1,12.5
10,40,2,23.6,20
26,10,16.9,25.8,11.3
9,53.8,24.4,11,22.4
25,22,6,57.3,12
5,12,18.2,32.5,5.5
13.3,2.2,31.9,9.6,10.8
14.6,10,45,22,10.5
9,7.8,33,13.5,22.3
11.4,9.5,9.1,38.5,22.3
12,19,10,16.5,67
4.4,2.3,15.2,5.2,24.5
5,12,32.8,30.4,4.2
2.8,6.3,6,21,44
7.6,26.2,22,10.5,13
5,5.3,9.5,25,6
7,20.2,24,22.3,21.6
1.8,6,23.5,13.6,34
7.1,9,3.6,22.5,21.5
6.7,4.5,30.1,15,24.5
46.8,40,24,2,34
9.9,12,46.5,17,18.6
30.5,34.3,38.9,12,21
11.2,2.2,17.6,28.5,84
3.5,20.5,19.7,17.6,10
7.9,23.3,19.4,29,46
5.1,2.5,25,9,11.2
7,10,4.8,36,43.6
3.2,22,28,37,28.5
30.5,15.5,12,9.5,30
1,28.8,3,29.6,18.4
2.5,4.9,12.3,34,19
25.6,5.3,20.3,0.3,5.5
20.2,8.1,34.8,20.6,22
10,15.5,28.5,10.5,35
0.7,20.1,3,24.9,23.4
5,19.2,19.3,20.2,10.2
8,10.6,0.5,4,20
3,0.3,20,27,48
5,21,28.3,7.8,23.4
12,16.1,25.3,25.2,12
240,0,5,32,7.4
29,32.1,17,22,22
6,13.1,14,17,95.5
9.7,8,2.5,22.5,15
7.2,9.5,36,18,20
5.3,18,58,3,36.9
10.2,13.5,6,16.6,5
7.2,0.4,6.4,2,35.5
3.2,15,25.2,29.8,43.7
22.8,3,22.9,35.9,41.4
5,1,39.9,22.6,8
1.1,13,8.5,18.5,16.1
25.8,6.7,8,9,10
8.7,2.5,8.2,20,2.8
2.1,19.9,15,2.1,29.7
5.5,22,2,26,34.6
4.5,10,11.7,23.5,47
11.5,17.1,6.5,51,24
7.4,63.8,25,2.8,16.6
16.8,9.4,2.2,31.2,54.2
32.7,9.8,16,26,25
6,10.7,14.5,7,22
17.5,9,11,41,25
10,7,32.4,5,41
1.5,10.5,15,25,8
2,1.7,1.8,46.9,13.3
1.6,6,0,22.2,35
7.8,14.8,10.1,14.2,28
14.2,1.4,20.5,23.1,25.8
8,6.9,23.7,27,71.3
10.8,10,22.6,21.2,22.5
15.6,17.5,2,27.5,18
55.3,25,7.4,25,21.1
6.1,3,3,0,6.1
0.2,3,8.7,23,1.5
15.6,6,25,27.6,18.6
2,11.9,8,25.8,0.7
16.5,27.2,39.2,20.5,49.1
18.2,22.9,21.7,5,15
5.5,5.4,25,24.3,32.2
2.5,12,12,13,4
32.3,30,8,17.5,24
20,21.7,5,13,12
1.8,4.8,2,13.5,28.8
